,Unnamed: 0,Name,Latitude,Longitude,Province/Territory_x,ID_NEW,Name2
751,618,Collins Bay,58.23,-103.68,SK,WWC,
752,2080,Cree Lake,58.23,-103.68,SK,WFN,
753,2081,Cypress Hills Park,58.24,-103.68,SK,WVP,
754,358,Indian Head Cda,50.55,-103.65,SK,WBD,Indian Head
755,445,Isachsen (Aut),78.79,-103.55,NU,WIC,Isachsen
756,1729,Jenny Lind Island,78.79,-103.55,NU,WUQ,
757,1731,Kangok Fiord,78.79,-103.55,NU,WKN,
758,2111,Swift Current,53.7,-103.35,SK,WVC,
759,461,Southend,56.34,-103.29,SK,WJH,Southend
760,824,Estevan,49.21,-102.97,SK,YEN,Estevan
761,166,Estevan Rcs,49.21,-102.97,SK,PJM,
762,2087,Hudson Bay,49.22,-102.97,SK,YHB,
763,2077,Cluff Lake,50.38,-102.68,SK,XXX,
764,450,Broadview,50.37,-102.57,SK,WIK,Broadview
765,2074,Buffalo Narrows,50.37,-102.57,SK,YVT,
766,2076,Candle Lake,50.37,-102.57,SK,WLZ,
767,2123,Aishihik,51.26,-102.46,YK,YZK,
768,969,Yorkton,51.26,-102.46,SK,YQY,Sydney Dominion
769,210,Yorkton Rcs,51.26,-102.46,SK,PRJ,
770,586,Robertson Lake (Aut),65.1,-102.43,NU,WTD,Robertson Lake   Thelon
771,162,Island Falls (Aut),55.53,-102.35,SK,PIF,
772,1732,Killiniq,68.65,-101.73,NU,WWV,
773,416,Flin Flon,54.68,-101.68,MB,WFO,Flin Flon Channing
774,830,Flin Flon,54.68,-101.68,MB,YFO,Flin Flon Bakers Narrows
775,1447,Foxwarren,54.68,-101.68,MB,XFW,
776,630,Roblin,51.18,-101.36,MB,WXB,Roblin
777,403,Swan River Rcs,52.12,-101.23,MB,WEQ,Swan River
778,953,The Pas,53.97,-101.09,MB,YQD,The Pas Grace Lake
779,201,The Pas Climate,53.97,-101.09,MB,PQD,The Pas
780,178,Lynn Lake Rcs,56.86,-101.07,MB,PLE,
781,1744,Mt Arthur,78.22,-101.05,NU,WNG,
782,398,Melita,49.28,-100.99,MB,WEI,Melita
783,459,Ennadai Lake (Aut),61.13,-100.88,NU,WJC,Ennadai Lake
784,1704,Fd Point,61.13,-100.88,NU,WKJ,
785,598,Shoal Lake Cs,50.45,-100.6,MB,WUT,Shoal Lake
786,1481,St Theresa Point,50.45,-100.6,MB,YST,
787,79,Gateshead Island,70.63,-100.27,NU,NGH,
788,451,Hat Island,68.32,-100.09,NU,WIL,Hat Island
789,652,Dauphin Cs,51.1,-100.06,MB,WZT,Dauphin
790,817,Dauphin,51.1,-100.05,MB,YDN,Dauphin
791,1444,Delta Marsh,51.1,-100.05,MB,WUG,
792,114,Brandon Rcs,49.9,-99.95,MB,PBO,
793,1436,Camp Shilo,49.91,-99.95,MB,YLO,
794,625,Wasagaming,50.66,-99.94,MB,WWP,Wasagaming
795,1491,Winnipeg,50.66,-99.94,MB,WWI,
796,523,Mccreary,50.71,-99.53,MB,WOO,Wilson Creek McCreary
797,644,Carberry Cs,49.91,-99.36,MB,WZE,Carberry
798,460,Grand Rapids (Aut),53.19,-99.27,MB,WJD,Grand Rapids
799,1454,Gretna,53.19,-99.27,MB,YGN,
800,1455,Hecla Island,53.18,-99.27,MB,YHL,
801,1746,Nottingham Island,72.97,-99.13,NU,YNO,
802,195,Cypress River Rcs,49.56,-99.07,MB,POY,Cypress River
803,1443,Deerwood,49.56,-99.07,MB,XDW,
804,1745,Nanisivik,80.03,-99.03,NU,YSR,
805,535,Pilot Mound (Aut),49.19,-98.91,MB,WPO,Pilot Mound
806,785,Tadoule Lake,58.71,-98.51,MB,YBQ,Tadoule Lake
807,671,Tadoule Lake Cs,58.71,-98.5,MB,XBQ,Tadoule Lake
808,1688,Brevoort Island,75.72,-98.42,NU,WOT,
809,1467,Nejanilini Lake,49.4,-98.31,MB,YNN,
810,531,Portage Southport,49.9,-98.28,MB,WPG,Portage La Prairie
811,1477,Rivers,49.9,-98.28,MB,YYI,
812,941,Portage Southport,49.9,-98.27,MB,YPG,Portage La Prairie Hoop and Holler Bend
813,716,Morden Cda Cs,49.19,-98.08,MB,XMD,Morden
814,520,Oakpoint Marine,50.5,-98.04,MB,WOJ,Oakpoint Eriksdale
815,505,Carman U Of M Cs,49.5,-98.03,MB,WNK,Carman
816,167,Cross Lake Jenpeg 2,54.54,-98.03,MB,PJP,
817,1000,Mystery Lake,55.8,-97.86,MB,YTH,Thompson
818,1488,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,55.8,-97.86,MB,YVD,
819,1489,Vivian,55.8,-97.86,MB,WVJ,
820,1490,Wabowden,55.8,-97.86,MB,YWB,
821,931,Norway House,53.96,-97.84,MB,YNE,Norway House
822,1471,Oxford House,53.96,-97.84,MB,YOH,
823,1718,Grise Fiord,68.67,-97.8,NU,YGZ,
824,1487,Victoria Beach,55.32,-97.71,MB,WII,
825,626,George Island (Aut),52.82,-97.62,MB,WWS,George Island Berens River
826,1458,Island Lake,49.03,-97.57,MB,WIV,
827,428,Gretna (Aut),49.03,-97.56,MB,WGN,Gretna
828,584,Fisher Branch (Aut),51.08,-97.55,MB,WSZ,Fisher Branch
829,1476,Red Sucker Lake,53.0,-97.27,MB,YRS,
830,763,Winnipeg 'A' Cs,49.92,-97.25,MB,XWG,Winnipeg Brooklands
831,1492,Winnipeg,49.92,-97.25,MB,XWI,
832,409,Emerson Auto,49.0,-97.24,MB,WEX,Emerson
833,1035,Winnipeg,49.91,-97.24,MB,YWG,Winnipeg Brooklands
834,1493,Winnipeg,49.91,-97.24,MB,FSM,
835,1498,Woodlands,49.9,-97.23,MB,XWL,
836,765,Winnipeg The Forks,49.89,-97.13,MB,XWN,City Centre
837,1496,Winnipeg,49.88,-97.13,MB,YAV,
838,152,Gimli Climate,50.63,-97.05,MB,PGH,Gimli
839,788,Berens River,52.36,-97.02,MB,YBY,
840,370,Berens River Cs,52.36,-97.02,MB,WCF,Berens River
841,1435,Brochet,52.36,-97.02,MB,YBT,
842,698,Gimli Harbour Cs,50.63,-96.98,MB,XGH,Gimli
843,1450,Gods Lake Narrows,50.63,-96.98,MB,YGO,
844,1432,Berens River,50.8,-96.95,MB,YBV,
845,231,Kleefeld (Mafri),49.53,-96.91,MB,PTG,
846,1711,Fox Five ,62.87,-96.82,NU,WVD,
847,1459,Island Lake,51.17,-96.67,MB,YIV,
848,1463,Lac Du Bonnet,56.04,-96.51,MB,YAX,
849,1464,Leaf Rapids,56.04,-96.51,MB,YLR,
850,780,Baker Lake,64.3,-96.08,NU,YBK,Baker Lake
851,1686,Bernard Harbour,64.3,-96.08,NU,WHS,
852,392,Pinawa,50.18,-96.06,MB,WEA,Pinawa Lac du Bonnet
853,151,Great Falls Climate,50.46,-96.01,MB,PGF,
854,1762,Alexandria,64.32,-96.0,ON,TAL,
855,668,Baker Lake Climate,64.32,-96.0,NU,XBL,Baker Lake
856,1456,Hunters Point,50.52,-95.98,MB,WHH,
857,1717,Grant,68.66,-95.87,NU,WWM,
858,858,Gjoa Haven,68.64,-95.85,NU,YHK,Gjoa Haven
859,1715,Gladman Point (King William),68.64,-95.85,NU,WGI,
860,1716,Gladman Point (King William),68.64,-95.85,NU,YUR,
861,579,Sprague,49.02,-95.6,MB,WSU,Sprague
862,1755,Resolution Island,74.72,-94.98,NU,YRE,
863,974,Resolute,74.72,-94.97,NU,YRB,Resolute
864,738,Resolute Cs,74.71,-94.97,NU,XRB,Resolute
865,850,Gillam,56.36,-94.71,MB,YGX,Gillam
866,1448,Gimli,56.36,-94.71,MB,WGO,
867,433,Gillam,56.36,-94.7,MB,WGX,Gillam
868,1449,Gimli,56.36,-94.7,MB,YGM,
869,871,Island Lake,53.86,-94.65,MB,YIY,
870,1452,Grand Rapids,54.56,-94.49,MB,YJD,
871,1832,King City,49.79,-94.38,ON,WKR,
872,960,Kenora,49.79,-94.36,ON,YQK,Kenora
873,265,Kenora Rcs,49.79,-94.36,ON,TKR,Kenora
874,1831,Kincardine,49.79,-94.36,ON,YKM,
875,77,Fort Ross,72.02,-94.2,NU,NFR,
876,1712,Fox Five ,72.02,-94.2,NU,WVM,
877,249,Churchill Climate,58.74,-94.08,MB,PYQ,
878,823,Arviat,61.09,-94.07,NU,YEK,Arviat Eskimo Point ( -1989)
879,661,Arviat Climate,61.1,-94.07,NU,XAR,Arviat Eskimo Point ( -1989)
880,1440,Churchill,58.74,-94.07,MB,YCM,
881,978,Red Lake,51.07,-93.79,ON,YRL,Red Lake McKenzie Island
882,271,Rawson Lake (Aut),49.66,-93.73,ON,TRA,
883,1882,Rigaud,49.66,-93.73,ON,MRI,
884,1066,Taloyoak,69.55,-93.58,NU,YYH,Taloyoak Spence Bay ( -1992)
885,1479,Shilo,54.17,-93.56,MB,WLO,
886,258,Fort Frances Rcs,48.65,-93.44,ON,TAG,Fort Frances Riverside Mobile Home Court
887,1011,Shepherd Bay,68.79,-93.44,NU,YUS,Shepherd Bay
888,1757,Simpson Lake,68.82,-93.43,NU,WZI,
889,1758,Skull Point,68.82,-93.42,NU,WJE,
890,685,Ear Falls (Aut),50.63,-93.22,ON,XEA,Ear Falls
891,854,Dryden,49.83,-92.74,ON,YHD,Dryden
892,1050,Whale Cove,62.24,-92.6,NU,YXN,Whale Cove
893,1889,Sarnia,53.89,-92.2,ON,XZR,
894,981,Rankin Inlet,62.81,-92.11,NU,YRT,Rankin Inlet
895,1049,Sioux Lookout,50.11,-91.91,ON,YXL,Sioux Lookout
896,1896,Slate Island,50.11,-91.91,ON,WNU,
897,1897,Smiths Falls-Montague (Russ Beach),50.11,-91.91,ON,YSH,
898,94,Sioux Lookout Airport,50.12,-91.9,ON,OSL,
899,86,Svartevaeg,81.16,-91.82,NU,NSG,
900,1850,Nakina,53.44,-91.76,ON,YQN,
901,1826,Kasabonika,49.43,-91.72,ON,YAQ,
902,1765,Barrie,48.77,-91.64,ON,WCU,
903,371,Atikokan (Aut),48.76,-91.63,ON,WCH,Atikokan Lone Pine
904,806,Chesterfield Inlet,63.35,-90.73,NU,YCS,Chesterfield Inlet Chesterfield
905,1936,Vineland Station,49.03,-90.47,ON,XVN,
906,389,Upsala (Aut),49.04,-90.46,ON,WDY,
907,533,Pickle Lake (Aut),51.45,-90.22,ON,WPL,Pickle Lake
908,943,Pickle Lake,51.45,-90.21,ON,YPL,Pickle Lake
909,1875,Pikangikum,51.45,-90.21,ON,YPM,
910,1001,Big Trout Lake,53.82,-89.9,ON,YTL,Big Trout Lake
911,1775,Bonner Lake,53.82,-89.9,ON,BON,
912,1776,Brampton,53.82,-89.9,ON,YBM,
913,1777,Brantford,53.82,-89.9,ON,YFD,
914,96,Big Trout Lake,53.82,-89.89,ON,OTL,
915,1774,Big Trout Lake,53.82,-89.89,ON,WTL,
916,69,Kugaaruk Climate,68.54,-89.79,NU,NBB,
917,1736,Lady Franklin Point,68.43,-89.72,NU,YUJ,
918,761,Wager Bay (Aut),65.88,-89.45,NU,XWB,Wager Bay
919,1759,Whiskey,65.88,-89.45,NU,WKU,
920,1909,Thunder Bay,48.37,-89.33,ON,XNI,
921,967,Thunder Bay,48.37,-89.32,ON,YQT,Thunder Bay
922,1910,Timmins,48.37,-89.32,ON,XTI,
923,1911,Tobermory,48.85,-89.12,ON,TTS,
924,394,Welcome Island (Aut),48.37,-89.12,ON,WEC,Welcome Island Thunder Bay
925,1943,Wiarton,48.37,-89.12,ON,YVV,
926,1764,Atikokan,50.3,-89.03,ON,YIB,
927,1809,Fort Albany,57.0,-89.0,ON,YFA,
928,1072,Thunder Bay,50.29,-88.91,ON,YYW,Armstrong Armstrong Station
929,1935,Upsala,48.3,-88.87,ON,YDV,
930,674,Cameron Falls (Aut),49.15,-88.34,ON,XCA,Cameron Falls Nipigon
931,484,Lansdowne House (Aut),52.2,-87.94,ON,WLF,Lansdowne House AUT Fort Hope
932,904,Kenora,52.2,-87.93,ON,YLH,Lansdowne House Fort Hope
933,1836,Long Point,52.2,-87.93,ON,WPS,
934,1813,Franktown,51.56,-87.91,ON,XFT,
935,825,Fort Severn,56.02,-87.68,ON,YER,Fort Severn
936,1770,Big Thunder,48.75,-87.55,ON,WQU,
937,1942,White River,52.96,-87.38,ON,YWR,
938,1724,Ida,58.5,-87.17,NU,WGS,
939,1908,Thunder Bay,48.82,-87.1,ON,XQT,
940,97,Terrace Bay Airport,48.82,-87.09,ON,OTR,
941,1899,Southeast Shoal,48.62,-87.0,ON,WOR,
942,1898,Southeast Shoal,48.54,-86.95,ON,WNB,
943,842,Greenstone,49.78,-86.94,ON,YGQ,Geraldton
944,92,Geraldton Airport,49.78,-86.93,ON,OGE,
945,1852,North Bay,50.18,-86.7,ON,WLQ,
946,1853,North Bay,50.18,-86.7,ON,TNB,
947,1841,Montreal River,48.76,-86.35,ON,WGJ,
948,992,Marathon,48.76,-86.34,ON,YSP,Marathon
949,373,Pukaskwa (Aut),48.61,-86.29,ON,WCJ,Pukaskwa Heron Bay
950,1881,Rideau Narrows Locks,48.61,-86.29,ON,WJM,
951,1012,Naujaat,66.52,-86.22,NU,YUT,Repulse Bay (Naujaat)
952,1754,Resolution Island,66.52,-86.22,NU,WRH,
953,75,Eureka Climate,79.99,-85.93,NU,NEK,
954,892,Cochrane,51.66,-85.9,ON,YKP,Ogoki Post
955,1840,Midland,49.08,-85.86,ON,YEE,
956,372,Caribou Island (Aut),47.34,-85.83,ON,WCI,Caribou Island Grand Marais
957,1784,Centralia,47.33,-85.83,ON,YCE,
958,405,Eureka,79.99,-85.81,NU,WEU,Eureka
959,1705,Fd Point,79.99,-85.81,NU,WKQ,
960,1706,Fd Point,79.99,-85.81,NU,WZJ,
961,1697,Clyde River,68.66,-85.59,NU,WCY,
962,944,Peawanuck,54.99,-85.44,ON,YPO,Peawanuck Winisk
963,623,Peawanuck (Aut),54.99,-85.44,ON,WWN,Peawanuck
964,1871,Pembroke,54.98,-85.43,ON,YTA,
965,1690,Brevoort Island,80.0,-85.42,NU,WVX,
966,1684,Back River,73.03,-85.15,NU,WXV,
967,663,Arctic Bay Cs,72.99,-85.01,NU,XAT,Arctic Bay
968,1810,Fort Frances,60.0,-85.0,ON,YAG,
969,1811,Fort Hope,55.0,-85.0,ON,YFH,
970,1806,Fd Point,53.82,-84.92,ON,WKZ,
971,266,Lake Superior Provincial Park,47.72,-84.81,ON,TLS,
972,1059,Wawa,47.97,-84.79,ON,YXZ,Wawa
973,1851,North Bay,49.77,-84.52,ON,WYB,
974,95,Sault Ste. Marie Airport,46.48,-84.52,ON,OSM,
975,772,Sault Saint Marie,46.49,-84.51,ON,YAM,Sault Ste Marie SaultSte. Marie Shallows
976,1893,Simcoe,46.49,-84.51,ON,WSI,
977,514,Nagagami (Aut),49.75,-84.16,ON,WNZ,Nagagami Coppell
978,1825,Iroquois,49.71,-83.69,ON,WIH,
979,1080,Coral Harbour,64.19,-83.36,NU,YZS,Coral Harbour
980,1699,Dewar Lakes,64.19,-83.36,NU,YUW,
981,1788,Cochrane,47.82,-83.35,ON,YCN,
982,91,Coral Harbour Rcs,64.19,-83.35,NU,NZS,Coral Harbour
983,902,Sudbury,47.82,-83.35,ON,YLD,Chapleau
984,1879,Rawson Lake,42.1,-83.08,ON,XRA,
985,955,Windsor,42.28,-82.96,ON,YQG,Windsor Tecumseh
986,506,Great Duck Island (Aut),45.63,-82.95,ON,WNL,Great Duck Island Meldrum Bay
987,435,Grise Fiord,76.43,-82.91,NU,WGZ,Grise Fiord
988,78,Grise Fiord Climate,76.42,-82.9,NU,NGC,Grise Fiord
989,700,Harrow Cda Auto,42.03,-82.9,ON,XHA,Harrow
990,1823,Hornepayne,42.03,-82.9,ON,YHN,
991,1075,Barrie Island,45.88,-82.57,ON,YZE,
992,277,Gore Bay Climate,45.89,-82.57,ON,TZE,
993,736,Point Pelee Cs,41.95,-82.52,ON,XPT,Point Pelee Leamington
994,1877,Port Hope ,41.95,-82.52,ON,WPV,
995,1070,Kapuskasing,49.41,-82.47,ON,YYU,Kapuskasing
996,1901,St Thomas,41.83,-82.47,ON,YQS,
997,708,Kapuskasing Cda On,49.41,-82.44,ON,XKA,Kapuskasing
998,1828,Katatota Island,49.41,-82.44,ON,WKK,
999,773,Attawapiskat,52.93,-82.43,ON,YAT,Attawapiskat
1000,1766,Barrie,52.93,-82.43,ON,YLS,
1001,1876,Porquis Junction,43.0,-82.31,ON,YQJ,
1002,1079,Sarnia,43.0,-82.31,ON,YZR,Sarnia Point Edward
1003,279,Sarnia Climate,43.0,-82.31,ON,TZR,Sarnia Point Edward
1004,1890,Scarborough,43.0,-82.31,ON,YTU,
1005,1892,Simcoe,43.0,-82.31,ON,YMK,
1006,1891,Severn River,43.0,-82.3,ON,WJS,
1007,799,Kent,42.31,-82.08,ON,YCK,Chatham-kent
1008,352,Erieau (Aut),42.26,-81.91,ON,WAJ,Rondeau Harbour Erieau Blenheim
1009,1885,Royal Island,42.25,-81.9,ON,WTZ,
1010,741,Ridgetown Rcs,42.45,-81.89,ON,XRG,Ridgetown
1011,846,Igloolik,69.36,-81.82,NU,YGT,Igloolik
1012,627,Cove Island (Aut),45.33,-81.73,ON,WWX,Cove Island Tobermory
1013,1818,Gore Bay,43.77,-81.72,ON,OZR,
1014,423,Goderich,43.76,-81.71,ON,WGD,Goderich
1015,273,Tobermory Rcs,45.22,-81.64,ON,TTR,
1016,1834,Kingston,44.2,-81.61,ON,WGK,
1017,359,Killarney (Aut),45.97,-81.48,ON,WBE,Killarney Birch Island
1018,1808,Fd Point,43.37,-81.38,ON,WUE,
1019,267,Timmins Climate,48.57,-81.38,ON,TMS,Timmins
1020,1858,Ostrander,44.72,-81.28,ON,YTB,
1021,1013,Hall Beach,68.78,-81.24,NU,YUX,Hall Beach
1022,756,Hall Beach Climate,68.78,-81.24,NU,XUX,Hall Beach
1023,1723,Harding River,68.78,-81.24,NU,WHG,
1024,1056,London,43.03,-81.15,ON,YXU,London
1025,574,London Cs,43.03,-81.15,ON,WSN,London
1026,1837,Manitouwadge,43.03,-81.15,ON,YMG,
1027,1838,Manitowaning,43.03,-81.15,ON,YEM,
1028,1031,Wiarton-Keppel,44.75,-81.11,ON,YYV,
1029,1946,Winisk,44.74,-81.11,ON,YWN,
1030,1790,Cornwall,49.11,-81.02,ON,YCC,
1031,983,Sudbury,46.63,-80.8,ON,YSB,Sudbury Skead
1032,272,Sudbury Climate,46.63,-80.8,ON,TSB,
1033,490,Mount Forest,43.99,-80.75,ON,WLS,Mount Forest
1034,1861,Ottawa,42.93,-80.75,ON,YAA,
1035,1905,Terrace Bay,43.13,-80.75,ON,YTJ,
1036,1847,Mount Forest,51.27,-80.65,ON,YMN,
1037,1846,Moosonee,51.29,-80.62,ON,WSM,
1038,769,Moosonee Rcs,51.29,-80.62,ON,XZC,Moosonee
1039,920,Moosonee,51.29,-80.61,ON,YMO,Moosonee
1040,1839,Marie Louise Lake,47.66,-80.6,ON,WLK,
1041,682,Delhi Cs,42.87,-80.55,ON,XDI,Delhi
1042,1796,Dryden,42.87,-80.55,ON,XDR,
1043,1807,Fd Point,43.65,-80.42,ON,WUI,
1044,877,Waterloo,43.46,-80.38,ON,YKF,Kitchener Kossuth
1045,1941,Webequie,43.46,-80.38,ON,YWP,
1046,500,Western Island (Aut),45.03,-80.37,ON,WMZ,Western Island Christian Island
1047,1945,Winchester,45.03,-80.37,ON,TWN,
1048,259,Brantford Airport,43.14,-80.33,ON,TBF,
1049,1895,Slate Island,42.85,-80.27,ON,WFI,
1050,1894,Slate Island,42.85,-80.27,ON,YSS,
1051,374,Collingwood,44.51,-80.22,ON,WCO,Collingwood
1052,1791,Cornwall,44.5,-80.22,ON,XCW,
1053,263,Guelph Turfgrass,43.55,-80.21,ON,TGT,Guelph University of Guelph
1054,733,Parry Sound Ccg,45.34,-80.04,ON,XPC,Parry Sound
1055,1870,Pelee Island,45.34,-80.04,ON,YPT,
1056,1940,Weaverville,44.52,-80.02,ON,GEO,
1057,710,Kirkland Lake Cs,48.15,-80.01,ON,XKI,
1058,1980,Fort Montmorency Rc,61.0,-80.0,QC,QFM,
1059,860,Hamilton,43.17,-79.94,ON,YHM,Hamilton   Mount Hope Ancaster
1060,1783,Cat Lake,44.27,-79.93,ON,YAC,
1061,1843,Moose Creek,44.68,-79.93,ON,QCK,
1062,1778,Britt,44.27,-79.91,ON,WBI,
1063,704,Hamilton Rbg Cs,43.29,-79.91,ON,XHM,Hamilton   Mount Hope Dundas
1064,1821,Hazelwood Lake,43.29,-79.91,ON,WHZ,
1065,784,Toronto,44.27,-79.91,ON,YBN,Borden Colwell
1066,276,Earlton Climate,47.7,-79.85,ON,TXR,
1067,1802,Egbert,47.7,-79.85,ON,WET,
1068,1803,Ekwan River,47.7,-79.85,ON,WED,
1069,1054,Timiskaming,47.7,-79.85,ON,YXR,Earlton
1070,617,Burlington Pier,43.3,-79.8,ON,WWB,Burlington Piers Hamilton
1071,1782,Carp,43.32,-79.8,ON,WGV,
1072,689,Egbert Cs,44.23,-79.78,ON,XET,Alliston
1073,1804,Elliot Lake,44.23,-79.78,ON,YEL,
1074,1805,Exeter,44.23,-79.78,ON,WSO,
1075,1920,Toronto,44.23,-79.78,ON,STD,
1076,1919,Toronto,44.23,-79.78,ON,WTO,
1077,1822,Hearst,43.27,-79.77,ON,YHF,
1078,1820,Hanover,47.43,-79.63,ON,YHS,
1079,1074,Missussauga,43.68,-79.63,ON,YYZ,Toronto Centennial Park
1080,1916,Toronto,43.68,-79.63,ON,DOY,
1081,1917,Toronto,43.68,-79.63,ON,DOW,
1082,1927,Toronto,43.68,-79.63,ON,CYT,
1083,1926,Toronto,43.68,-79.63,ON,TRF,
1084,93,King City North,43.96,-79.57,ON,OKN,
1085,1768,Beausoleil,44.49,-79.56,ON,WPB,
1086,666,Barrie-Oro,44.48,-79.55,ON,XBI,Barrie-Oro Edgar
1087,1769,Belle River,44.48,-79.55,ON,WDD,
1088,1780,Burlington,45.27,-79.55,ON,HDR,
1089,1932,Uplands,43.8,-79.55,ON,CYU,
1090,1939,Wawa,48.15,-79.52,ON,WXZ,
1091,1949,Amqui,43.75,-79.48,QC,WZS,
1092,1857,Onakawana,44.0,-79.47,ON,WOQ,
1093,1912,Toronto,43.78,-79.47,ON,WQE,
1094,1921,Toronto,43.78,-79.47,ON,IWT,
1095,1922,Toronto,43.78,-79.47,ON,WTR,
1096,1923,Toronto,43.78,-79.47,ON,WOW,
1097,1924,Toronto,43.78,-79.47,ON,WYZ,
1098,2037,Ruisseau Cranberry,48.63,-79.46,QC,MRY,
1099,1854,North Bay,46.32,-79.45,ON,WNN,
1100,1931,Trowbridge,43.83,-79.43,ON,WAB,
1101,1061,North Bay,46.36,-79.42,ON,YYB,North Bay Trout Mills
1102,278,North Bay Airport,46.37,-79.42,ON,TZN,
1103,1856,Oliphant,46.36,-79.42,ON,WDF,
1104,261,Beatrice Climate,45.14,-79.4,ON,TBT,Beatrice Utterson
1105,1006,Toronto,43.63,-79.4,ON,YTZ,Toronto Island Mugg's Island
1106,753,Toronto City,43.67,-79.4,ON,XTO,Toronto The Annex
1107,1913,Toronto,43.63,-79.4,ON,YZD,
1108,1918,Toronto,43.65,-79.4,ON,DOX,
1109,1928,Toronto,43.67,-79.4,ON,WHD,
1110,1929,Toronto,43.67,-79.4,ON,WWH,
1111,1930,Trenton,43.67,-79.4,ON,XTR,
1112,1938,Waterloo,43.18,-79.4,ON,XKF,
1113,896,Buttonville,43.86,-79.37,ON,YKZ,Toronto Buttonville
1114,1915,Toronto,43.86,-79.37,ON,DOZ,
1115,759,Vineland Station Rcs,43.18,-79.33,ON,XYN,
1116,275,Welland-Pelham,42.97,-79.32,ON,TWL,Welland Pelham Wainfleet
1117,950,Muskoka,44.97,-79.3,ON,YQA,Muskoka Muskoka Falls
1118,1815,Goderich,56.54,-79.26,ON,YGD,
1119,87,Sanikiluaq,56.54,-79.26,NU,NSQ,
1120,527,Port Colborne (Aut),42.87,-79.25,ON,WPC,Port Colborne
1121,987,Sanikiluaq,56.54,-79.25,NU,YSK,Sanikiluaq
1122,1955,Beauharnois,47.55,-79.24,QC,WBH,
1123,1903,Stirling,43.17,-79.23,ON,CYQ,
1124,426,Lagoon City,44.55,-79.22,ON,WGL,Lagoon City
1125,628,Port Weller (Aut),43.25,-79.22,ON,WWZ,Port Weller
1126,990,Niagara-On-The-Lake,43.19,-79.17,ON,YSN,St Catharines Port Weller
1127,1902,Stirling,43.19,-79.17,ON,YQC,
1128,274,Uxbridge West,44.1,-79.16,ON,TUX,
1129,1937,Wasaga Beach,44.1,-79.16,ON,WDN,
1130,357,Barrage Temiscamingue,46.71,-79.1,QC,WBA,
1131,601,Rouyn,48.25,-79.03,QC,WUY,Rouyn Rouyn-Noranda
1132,565,Rowley Island,69.08,-79.03,NU,WRX,Rowley Island
1133,1860,Ottawa,43.92,-78.9,ON,UUP,
1134,1859,Ottawa,43.92,-78.88,ON,WCG,
1135,1015,Rouyn-Noranda,48.21,-78.84,QC,YUY,Rouyn McWatters
1136,2070,Bethune,53.01,-78.83,SK,XBE,
1137,1441,Cross Lake,53.01,-78.83,MB,YCR,
1138,926,Wemindji,53.01,-78.83,QC,YNC,City Centre
1139,2069,Beartooth Island,51.47,-78.76,SK,WTF,
1140,893,Waskaganish,51.47,-78.76,QC,YKQ,Waskaganish
1141,1976,Fd Point,52.23,-78.52,QC,WLR,
1142,945,Peterborough,44.23,-78.36,ON,YPQ,Peterborough
1143,270,Peterborough Trent U,44.35,-78.3,ON,TPQ,Peterborough
1144,84,Cape Liverpool,73.67,-78.29,NU,NPL,
1145,268,Algonquin Park East Gate,45.54,-78.26,ON,TNK,
1146,1789,Cornwall,43.95,-78.17,ON,TCW,
1147,886,Akulivik,60.82,-78.15,QC,YKO,City Centre
1148,501,Cobourg (Aut),43.96,-78.15,ON,WNC,Cobourg
1149,60,Inukjuak,58.47,-78.08,QC,MJK,
1150,942,Inukjuak,58.47,-78.08,QC,YPH,Inukjuak (Port Harrison) Inoucdjouac
1151,1994,Kangiqsualujjuaq,58.47,-78.08,QC,YKB,
1152,869,Pond Inlet,72.69,-77.97,NU,YIO,Pond Inlet
1153,1750,Qikiqtarjuaq,72.69,-77.97,NU,YVM,
1154,74,Pond Inlet Climate,72.69,-77.96,NU,NDT,
1155,866,Ivujivik,62.42,-77.93,QC,YIK,Ivujivik
1156,556,Bancroft Auto,45.07,-77.88,ON,WRK,Bancroft
1157,1767,Battle Island,45.07,-77.88,ON,WMF,
1158,932,Matagami,49.76,-77.8,QC,YNM,Matagami
1159,50,Matagami,49.76,-77.79,QC,GMG,
1160,52,Val-D'Or,48.06,-77.79,QC,GYO,
1161,1022,Val-D'Or,48.05,-77.78,QC,YYO,Wynward Wynyard
1162,2067,Valleyfield,48.05,-77.78,QC,WVE,
1163,2068,Varennes,48.05,-77.78,QC,WHM,
1164,849,Kuujjuarapik,55.28,-77.77,QC,YGW,Kuujjuarapik (1986- ) Post-de-la-Baleine (1962-1985) Post-de-la-Baleine (1961) Great Whale River ( -1960)
1165,839,Baie-James,53.63,-77.7,QC,YGL,La Grande Riviere Chisasibi
1166,2000,La Tuque,53.63,-77.7,QC,YLQ,
1167,53,Kuujjuarapik,55.37,-77.63,QC,MFJ,
1168,1998,La Grande Iii Airport,55.37,-77.57,QC,YAD,
1169,1934,Upsala,44.12,-77.53,ON,WIM,
1170,1933,Upsala,44.12,-77.52,ON,WDV,
1171,1787,Clear Creek,46.05,-77.37,ON,YQO,
1172,1004,Mountain View,44.07,-77.34,ON,YTR,Trenton Albury
1173,1033,Petawawa Awos,45.95,-77.32,ON,YWA,Petawawa
1174,269,Pembroke,45.86,-77.25,ON,TPM,
1175,2046,Sept Iles,48.4,-77.25,QC,YZV,
